  4, 26.65,  0,1,1,2,1
  5, 31.30,  0,1,1,2,1
  6, 35.95,  0,1,1,2,1
  7, 40.60,  0,1,1,2,1
  8, 45.25,  0,1,1,2,1
  9, 49.90,  0,1,1,2,1
 10, 54.55,  0,1,1,2,1
 15, 77.75,  0,1,1,2,1
 20,100.95,  0,1,1,2,1
 25,124.15,  0,1,1,2,1
 30,147.35,  0,1,1,2,1

# Region: outre-mer OM1
# Colissimo France avec recommande R1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 10.75,  1,1,1,2,2
  1, 15.00,  1,1,1,2,2
  2, 19.65,  1,1,1,2,2
  3, 24.30,  1,1,1,2,2
  4, 28.95,  1,1,1,2,2
  5, 33.60,  1,1,1,2,2
  6, 38.25,  1,1,1,2,2
  7, 42.90,  1,1,1,2,2
  8, 47.55,  1,1,1,2,2
  9, 52.20,  1,1,1,2,2
 10, 56.85,  1,1,1,2,2
 15, 80.05,  1,1,1,2,2
 20,103.25,  1,1,1,2,2
 25,126.45,  1,1,1,2,2
 30,149.65,  1,1,1,2,2

# Region: outre-mer OM1
# Colissimo France avec recommande R2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 11.65,  1,1,1,2,3
  1, 15.90,  1,1,1,2,3
  2, 20.55,  1,1,1,2,3
  3, 25.20,  1,1,1,2,3
  4, 29.85,  1,1,1,2,3
  5, 34.50,  1,1,1,2,3
  6, 39.15,  1,1,1,2,3
  7, 43.80,  1,1,1,2,3
  8, 48.45,  1,1,1,2,3
  9, 53.10,  1,1,1,2,3
 10, 57.75,  1,1,1,2,3
 15, 80.95,  1,1,1,2,3
 20,104.15,  1,1,1,2,3
 25,127.35,  1,1,1,2,3
 30,150.55,  1,1,1,2,3

# Region: outre-mer OM1
# Colissimo France avec recommande R3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 12.85,  1,1,1,2,4
  1, 17.10,  1,1,1,2,4
  2, 21.75,  1,1,1,2,4
  3, 26.40,  1,1,1,2,4
  4, 31.05,  1,1,1,2,4
  5, 35.70,  1,1,1,2,4
  6, 40.35,  1,1,1,2,4
  7, 45.00,  1,1,1,2,4
  8, 49.65,  1,1,1,2,4
  9, 54.30,  1,1,1,2,4
 10, 58.95,  1,1,1,2,4
 15, 82.15,  1,1,1,2,4
 20,105.35,  1,1,1,2,4
 25,128.55,  1,1,1,2,4
 30,151.75,  1,1,1,2,4

# Region: outre-mer OM1
# Colissimo France avec recommande R4
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 14.05,  1,1,1,2,5
  1, 18.30,  1,1,1,2,5
  2, 22.95,  1,1,1,2,5
  3, 27.60,  1,1,1,2,5
  4, 32.25,  1,1,1,2,5
  5, 36.90,  1,1,1,2,5
  6, 41.55,  1,1,1,2,5
  7, 46.20,  1,1,1,2,5
  8, 50.85,  1,1,1,2,5
  9, 55.50,  1,1,1,2,5
 10, 60.15,  1,1,1,2,5
 15, 83.35,  1,1,1,2,5
 20,106.55,  1,1,1,2,5
 25,129.75,  1,1,1,2,5
 30,152.95,  1,1,1,2,5

# Region: outre-mer OM1
# Colissimo France avec recommande R5
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 15.25,  1,1,1,2,6
  1, 19.50,  1,1,1,2,6
  2, 24.15,  1,1,1,2,6
  3, 28.80,  1,1,1,2,6
  4, 33.45,  1,1,1,2,6
  5, 38.10,  1,1,1,2,6
  6, 42.75,  1,1,1,2,6
  7, 47.40,  1,1,1,2,6
  8, 52.05,  1,1,1,2,6
  9, 56.70,  1,1,1,2,6
 10, 61.35,  1,1,1,2,6
 15, 84.55,  1,1,1,2,6
 20,107.75,  1,1,1,2,6
 25,130.95,  1,1,1,2,6
 30,154.15,  1,1,1,2,6

##### OM2

# Region: outre-mer OM2
# Colissimo France sans recommande ECO
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5,  9.10,  0,1,0,3,7
  1, 11.75,  0,1,0,3,7
  2, 19.20,  0,1,0,3,7
  3, 26.65,  0,1,0,3,7
  4, 34.10,  0,1,0,3,7
  5, 41.55,  0,1,0,3,7
  6, 49.00,  0,1,0,3,7
  7, 56.45,  0,1,0,3,7
  8, 63.90,  0,1,0,3,7
  9, 71.35,  0,1,0,3,7
 10, 78.80,  0,1,0,3,7
 15,125.80,  0,1,0,3,7
 20,172.80,  0,1,0,3,7
 25,219.80,  0,1,0,3,7
 30,266.80,  0,1,0,3,7

# Region: outre-mer OM2
# Colissimo France avec recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 10.10,  0,1,1,3,1
  1, 15.20,  0,1,1,3,1
  2, 26.80,  0,1,1,3,1
  3, 38.40,  0,1,1,3,1
  4, 50.00,  0,1,1,3,1
  5, 61.60,  0,1,1,3,1
  6, 73.20,  0,1,1,3,1
  7, 84.80,  0,1,1,3,1
  8, 96.40,  0,1,1,3,1
  9,108.00,  0,1,1,3,1
 10,119.60,  0,1,1,3,1
 15,177.60,  0,1,1,3,1
 20,235.60,  0,1,1,3,1
 25,293.60,  0,1,1,3,1
 30,351.60,  0,1,1,3,1

# Region: outre-mer OM2
# Colissimo France avec recommande R1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 12.40,  1,1,1,3,2
  1, 17.50,  1,1,1,3,2
  2, 29.10,  1,1,1,3,2
  3, 40.70,  1,1,1,3,2
  4, 52.30,  1,1,1,3,2
  5, 63.90,  1,1,1,3,2
  6, 75.50,  1,1,1,3,2
  7, 87.10,  1,1,1,3,2
  8, 98.70,  1,1,1,3,2
  9,110.30,  1,1,1,3,2
 10,121.90,  1,1,1,3,2
 15,179.90,  1,1,1,3,2
 20,237.90,  1,1,1,3,2
 25,295.90,  1,1,1,3,2
 30,353.90,  1,1,1,3,2

# Region: outre-mer OM2
# Colissimo France avec recommande R2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 13.30,  1,1,1,3,3
  1, 18.40,  1,1,1,3,3
  2, 30.00,  1,1,1,3,3
  3, 41.60,  1,1,1,3,3
  4, 53.20,  1,1,1,3,3
  5, 64.80,  1,1,1,3,3
  6, 76.40,  1,1,1,3,3
  7, 88.00,  1,1,1,3,3
  8, 99.60,  1,1,1,3,3
  9,111.20,  1,1,1,3,3
 10,122.80,  1,1,1,3,3
 15,180.80,  1,1,1,3,3
 20,238.80,  1,1,1,3,3
 25,296.80,  1,1,1,3,3
 30,354.80,  1,1,1,3,3

# Region: outre-mer OM2
# Colissimo France avec recommande R3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 14.50,  1,1,1,3,4
  1, 19.60,  1,1,1,3,4
  2, 31.20,  1,1,1,3,4
  3, 42.80,  1,1,1,3,4
  4, 54.40,  1,1,1,3,4
  5, 66.00,  1,1,1,3,4
  6, 77.60,  1,1,1,3,4
  7, 89.20,  1,1,1,3,4
  8,100.80,  1,1,1,3,4
  9,112.40,  1,1,1,3,4
 10,124.00,  1,1,1,3,4
 15,182.00,  1,1,1,3,4
 20,234.00,  1,1,1,3,4
 25,298.00,  1,1,1,3,4
 30,356.00,  1,1,1,3,4

# Region: outre-mer OM2
# Colissimo France avec recommande R4
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 15.70,  1,1,1,3,5
  1, 20.80,  1,1,1,3,5
  2, 32.40,  1,1,1,3,5
  3, 44.00,  1,1,1,3,5
  4, 55.60,  1,1,1,3,5
  5, 67.20,  1,1,1,3,5
  6, 78.80,  1,1,1,3,5
  7, 90.40,  1,1,1,3,5
  8,102.00,  1,1,1,3,5
  9,113.60,  1,1,1,3,5
 10,125.20,  1,1,1,3,5
 15,183.20,  1,1,1,3,5
 20,241.20,  1,1,1,3,5
 25,299.20,  1,1,1,3,5
 30,357.20,  1,1,1,3,5

# Region: outre-mer OM2
# Colissimo France avec recommande R5
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 16.90,  1,1,1,3,6
  1, 22.00,  1,1,1,3,6
  2, 33.60,  1,1,1,3,6
  3, 45.20,  1,1,1,3,6
  4, 56.80,  1,1,1,3,6
  5, 68.40,  1,1,1,3,6
  6, 80.00,  1,1,1,3,6
  7, 91.60,  1,1,1,3,6
  8,103.20,  1,1,1,3,6
  9,114.80,  1,1,1,3,6
 10,126.40,  1,1,1,3,6
 15,184.40,  1,1,1,3,6
 20,242.40,  1,1,1,3,6
 25,300.40,  1,1,1,3,6
 30,358.40,  1,1,1,3,6


######################### Region: International ######################

# Region: International Zone A
# Colissimo international avec recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
  1, 16.05,  1,1,1,4,1
  2, 17.65,  1,1,1,4,1
  3, 21.30,  1,1,1,4,1
  4, 24.95,  1,1,1,4,1
  5, 28.60,  1,1,1,4,1
  6, 32.25,  1,1,1,4,1
  7, 35.90,  1,1,1,4,1
  8, 39.55,  1,1,1,4,1
  9, 43.20,  1,1,1,4,1
 10, 46.85,  1,1,1,4,1
 15, 53.85,  1,1,1,4,1
 20, 60.85,  1,1,1,4,1
 25, 67.85,  1,1,1,4,1
 30, 74.85,  1,1,1,4,1

# Region: International Zone B
# Colissimo international avec recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
  1, 19.40,  1,1,1,5,1
  2, 21.30,  1,1,1,5,1
  3, 25.75,  1,1,1,5,1
  4, 30.20,  1,1,1,5,1
  5, 34.65,  1,1,1,5,1
  6, 39.10,  1,1,1,5,1
  7, 43.55,  1,1,1,5,1
  8, 48.00,  1,1,1,5,1
  9, 52.45,  1,1,1,5,1
 10, 56.90,  1,1,1,5,1
 15, 67.10,  1,1,1,5,1
 20, 77.30,  1,1,1,5,1

# Region: International Zone C
# Colissimo international avec recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
  1, 22.50,  1,1,1,6,1
  2, 30.10,  1,1,1,6,1
  3, 39.50,  1,1,1,6,1
  4, 48.90,  1,1,1,6,1
  5, 58.30,  1,1,1,6,1
  6, 67.70,  1,1,1,6,1
  7, 77.10,  1,1,1,6,1
  8, 86.50,  1,1,1,6,1
  9, 95.90,  1,1,1,6,1
 10,105.30,  1,1,1,6,1
 15,128.80,  1,1,1,6,1
 20,152.30,  1,1,1,6,1

# Region: International Zone D
# Colissimo international avec recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
  1, 25.40,  1,1,1,7,1
  2, 38.10,  1,1,1,7,1
  3, 50.80,  1,1,1,7,1
  4, 63.50,  1,1,1,7,1
  5, 76.20,  1,1,1,7,1
  6, 88.90,  1,1,1,7,1
  7,101.60,  1,1,1,7,1
  8,114.30,  1,1,1,7,1
  9,127.00,  1,1,1,7,1
 10,139.70,  1,1,1,7,1
 15,164.70,  1,1,1,7,1
 20,189.70,  1,1,1,7,1

